"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,1,"BEL","Belgium","OHI","N","1981","2003","Y",0.879014,1.9,918.5708,0.004962496,0.002070961,0.00136307,0.003595262,0.2814264,819.7799,0.1450443,-1,9.858982,"BEL_N2003Y",0.03284,0.05271,0.0646,0.07461,0.08443,0.09426,0.106,0.1211,0.1472,0.2223
0,1,"BLZ","Belize","LAC","N","1981","1993","Y",1.182611,1.9,178.1224,0.2947233,0.1208401,0.07123723,0.2010097,0.6025399,88.60455,0.7124081,-1,0.147566,"BLZ_N1993Y",0.008472,0.02114,0.02854,0.03667,0.04525,0.05523,0.07056,0.09123,0.1316,0.5113
0,1,"BEN","Benin","SSA","N","1981","2003","X",224.9172,1.9,69.14715,0.5748022,0.2072407,0.09784739,0.2901436,0.385782,51.70868,0.2463929,-1,3.820128,"BEN_N2003X",0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112
0,1,"BTN","Bhutan","SAS","N","1981","2003","X",16.96291,1.9,46.64961,0.772611,0.3807225,0.2237404,0.5973289,0.40898,32.9849,0.272455,-1,0.42038,"BTN_N2003X",0.02813,0.0372,0.04557,0.0541,0.06501,0.07725,0.09501,0.1182,0.1573,0.3222
0,0,"BOL","Bolivia","LAC","N","1981","1990.5","Y",2.906106,1.9,253.8208,0.0507525,0.006385601,0.001146228,0.007055216,0.4203572,183.2862,0.297862,0.3953767,5.711599,"BOL_N1990Y",0.02324,0.03294,0.04296,0.05367,0.06563,0.07968,0.09738,0.1222,0.1649,0.3174
0,1,"BIH","Bosnia and Herzegovina","ECA","N","1981","2001","X",0.8669357,1.9,177.6755,0.02653466,0.005945469,0.002644601,0.008509906,0.2996645,150.6731,0.1566987,-1,4.222511,"BIH_N2001X",0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482
0,0,"BWA","Botswana","SSA","N","1981","1985.57","X",4.438053,1.9,92.48441,0.5411605,0.2539412,0.1485303,0.4101077,0.5421211,52.30103,0.5227733,0.5229876,1.038397,"BWA_N1985X",0.01434,0.02162,0.02975,0.03909,0.0502,0.06403,0.08243,0.1097,0.1595,0.4293
0,1,"BRA","Brazil","LAC","N","1981","1981","Y",1.658783,1.9,246.794,0.2139164,0.08628062,0.05056214,0.1102172,0.5795192,127.6831,0.6793446,-1,124.030908,"BRA_N1981Y",0.008372,0.01835,0.02633,0.03522,0.04576,0.0589,0.07738,0.1066,0.1642,0.4589
0,0,"BGR","Bulgaria","ECA","N","1981","1989","X",0.765068,1.9,570.2683,0.0005963349,0.0005863349,0.0005763349,0,0.2342719,519.9704,0.08979578,0.1936653,8.891117,"BGR_N1989X",0.04565,0.0589,0.06918,0.07818,0.08681,0.0958,0.106,0.1192,0.1399,0.2003
0,1,"BFA","Burkina Faso","SSA","N","1981","1994.25","X",222.242,1.9,36.65519,0.8562206,0.5211241,0.3539272,0.9211641,0.4807249,21.98715,0.3852556,-1,6.98516,"BFA_N1994X",0.02246,0.03285,0.03968,0.04696,0.05497,0.06543,0.08115,0.1065,0.1554,0.3947
0,0,"BDI","Burundi","SSA","N","1981","1992","X",487.3273,1.9,39.21951,0.846181,0.4064688,0.231362,0.6356485,0.3333381,31.85375,0.1824366,0.2822712,4.223195,"BDI_N1992X",0.03414,0.04526,0.05545,0.06542,0.07575,0.08721,0.101,0.1195,0.1505,0.2658
0,1,"CPV","Cabo Verde","SSA","N","1981","2001.77","X",47.56514,1.9,69.87867,0.6588349,0.3207731,0.1917176,0.5202157,0.524963,40.39861,0.4786267,-1,0.291602,"CPV_N2001X",0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,"CMR","Cameroon","SSA","N","1981","1996","X",230.3753,1.9,128.8128,0.2493511,0.066263,0.02505369,0.08474952,0.4444676,82.36743,0.325144,-1,8.883016,"CMR_N1996X",0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615
0,1,"CAN","Canada","OHI","N","1981","1981","Y",1.284584,1.9,1273.999,0.004947209,0.00354042,0.002858147,0.001812558,0.3243864,1080.233,0.1977034,-1,24.9,"CAN_N1981Y",0.02634,0.04624,0.05865,0.06825,0.07892,0.09082,0.1056,0.126,0.1565,0.2427
0,0,"CAF","Central African Republic","SSA","N","1981","1992.43","X",267.8691,1.9,45.30418,0.7909157,0.525687,0.3993243,1.151342,0.6133075,21.30784,0.7409222,0.7126964,2.346797,"CAF_N1992X",0.006934,0.01297,0.02021,0.02909,0.04034,0.05523,0.07624,0.1091,0.1725,0.4773
0,1,"TCD","Chad","SSA","N","1981","2003","X",251.2962,1.9,43.20025,0.7952042,0.3999821,0.2411314,0.6489339,0.3982457,31.7774,0.2676824,-1,4.610167,"TCD_N2003X",0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071
0,1,"CHL","Chile","LAC","N","1981","1987","Y",391.6442,1.9,364.9104,0.077535,0.02842146,0.01631826,0.04260473,0.5621016,191.1389,0.5916716,-1,11.439144,"CHL_N1987Y",0.0116,0.02183,0.02942,0.0376,0.04707,0.05912,0.07618,0.1032,0.1601,0.4539
0,0,"CHN","China","EAP","A","1981","1981","Y",3.696112,1.9,34.98382,0.8807173,0.4267256,0.2430695,0.6702481,-1,-1,-1,-1,993.885,"CHN_R1981Y",0,0,0,0,0,0,0,0,0,0
0,0,"CHN","China","EAP","R","1981","1981","Y",3.696112,1.9,29.60017,0.9535688,0.4987209,0.2922301,0.7948726,0.2472923,27.01447,0.1019581,0.2028512,793.935216,"CHN_R1981Y",0.04133,0.05658,0.06791,0.07757,0.08668,0.09607,0.1067,0.1203,0.1417,0.2052
0,0,"CHN","China","EAP","U","1981","1981","Y",3.696112,1.9,56.36052,0.5914477,0.1408558,0.04786882,0.1754048,0.1846182,53.66441,0.05896937,-1.59859,199.949784,"CHN_U1981Y",0.05232,0.06765,0.07631,0.08396,0.09142,0.09918,0.1077,0.1178,0.1318,0.1718
0,1,"COL","Colombia","LAC","N","1981","1992","Y",1196.955,1.9,277.7083,0.09557514,0.04915638,0.03846312,0.03267735,0.5145367,168.5626,0.7018257,-1,28.375991,"COL_N1992Y",0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,"COM","Comoros","SSA","N","1981","2004","X",220.5725,1.9,271.9024,0.1109283,0.02786831,0.01067468,0.03697553,0.5592516,145.5901,0.546712,-1,0.317606,"COM_N2004X",0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,"COD","Congo, Democratic Republic of","SSA","N","1981","2004.89","X",537.7323,1.9,64.56983,0.6173666,0.26614,0.14478,0.4048468,0.4216363,45.90031,0.3008181,-1,27.039468,"COD_N2004X",0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324
0,1,"COG","Congo, Republic of","SSA","N","1981","2005","X",296.5003,1.9,86.03186,0.5242964,0.2135044,0.1115394,0.3151392,0.4733054,54.91192,0.3799083,-1,1.894676,"COG_N2005X",0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,0,"CRI","Costa Rica","LAC","N","1981","1981","Y",343.7857,1.9,166.3867,0.2469593,0.1075706,0.06232021,0.1766929,0.4749476,116.8132,0.4370442,0.4750657,2.454129,"CRI_N1981Y",0.01065,0.02282,0.03514,0.04812,0.06241,0.07899,0.09964,0.1283,0.1766,0.3373
0,1,"CIV","Cote d'Ivoire","SSA","N","1981","1985.08","X",235.6879,1.9,322.1227,0.04269102,0.01349564,0.007860391,0.02350537,0.4552627,219.6005,0.3667627,-1,8.664057,"CIV_N1985X",0.0179,0.03159,0.04169,0.05165,0.06206,0.07569,0.09159,0.1149,0.1568,0.3561
0,0,"HRV","Croatia","ECA","N","1981","1988","Y",4.358503,1.9,590.1755,0.000466744,0.000456744,0.000446744,0,0.2278073,549.6672,0.08802812,0.1812014,4.608,"HRV_N1988Y",0.04312,0.05997,0.07132,0.08054,0.08896,0.09747,0.107,0.119,0.1378,0.1949
0,1,"CYP","Cyprus","OHI","N","1981","2004","Y",0.7115528,1.9,467.596,0.002450742,0.0009009189,0.0003311874,0.001123053,0.3008683,396.8323,0.1518387,-1,0.689173,"CYP_N2004Y",0.03658,0.05125,0.06031,0.0695,0.07956,0.09025,0.1026,0.1204,0.1468,0.2427
0,0,"CZE","Czech Republic","ECA","N","1981","1993","Y",14.90097,1.9,504.377,0.000161023,7.990394E-05,6.990394E-05,0,0.2660468,428.8603,0.1212092,-1.528578,10.300591,"CZE_N1993Y",0.04644,0.05794,0.06564,0.07305,0.08086,0.08961,0.1001,0.114,0.1361,0.2363
0,1,"DNK","Denmark","OHI","N","1981","2003","Y",8.523886,1.9,988.8696,0.002238577,0.001976904,0.001745819,0.00480511,0.2563006,885.6476,0.1210933,-1,5.121572,"DNK_N2003Y",0.03985,0.05843,0.06762,0.07579,0.08476,0.09385,0.1049,0.1203,0.1408,0.2136
0,1,"DJI","Djibouti","MNA","N","1981","2002","X",101.4806,1.9,259.6225,0.03918152,0.00954696,0.00387292,0.01273488,0.3999784,194.7543,0.2733941,-1,0.374937,"DJI_N2002X",0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,0,"DOM","Dominican Republic","LAC","N","1981","1986","Y",20.74103,1.9,405.412,0.05277092,0.01726721,0.009020846,0.02090538,0.477808,277.6032,0.4171547,0.4355326,5.943591,"DOM_N1986Y",0.01376,0.02547,0.03696,0.04878,0.06156,0.0762,0.0943,0.1194,0.1625,0.3611
0,0,"ECU","Ecuador","LAC","N","1981","1987","Y",0.5472345,1.9,233.5114,0.1688765,0.06957684,0.03851967,0.1101606,0.5049197,154.5379,0.4885518,0.4523506,8.183194,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
0,0,"EGY","Egypt, Arab Republic of","MNA","N","1981","1990.5","X",2.777,1.9,114.647,0.1677069,0.03020535,0.008253444,0.03567702,0.3200394,93.00098,0.1693378,0.2553803,45.216506,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
0,0,"SLV","El Salvador","LAC","N","1981","1989","Y",0.5307735,1.9,249.6009,0.160517,0.1012556,0.1000163,0.0540127,-1,-1,-1,-1,4.655364,"SLV_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"EST","Estonia","ECA","N","1981","1993","Y",0.6085634,1.9,407.3378,0.008283876,0.003670891,0.003390745,0.002151765,0.3950347,307.2727,0.2691692,-1.289216,1.487666,"EST_N1993Y",0.02498,0.03909,0.04912,0.05903,0.06968,0.08184,0.09667,0.1167,0.1495,0.3135
0,0,"SWZ","Eswatini","SSA","N","1981","1994.83","X",4.049069,1.9,29.46337,0.909803,0.644631,0.5023929,1.426096,0.6045472,14.85546,0.6925939,-1.152843,0.621276,"SWZ_N1994X",0.008705,0.0167,0.02475,0.03379,0.0444,0.05744,0.07454,0.0995,0.1449,0.4953
0,1,"ETH","Ethiopia","SSA","N","1981","1995.25","X",5.438614,1.9,75.08774,0.5946144,0.2152359,0.1014045,0.3013111,0.4456451,50.03377,0.3411386,-1,36.120288,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
0,1,"FJI","Fiji","EAP","N","1981","2002.5","X",1.216541,1.9,181.468,0.07701521,0.01580933,0.004960648,0.01929441,0.3810205,137.3804,0.2401027,-1,0.650955,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
0,1,"FIN","Finland","OHI","N","1981","2003","Y",0.9802463,1.9,763.3181,0,0,0,0,0.2768374,660.7577,0.1319045,-1,4.799964,"FIN_N2003Y",0.03864,0.05507,0.06523,0.07375,0.08199,0.09152,0.1029,0.1186,0.1423,0.23
0,1,"FRA","France","OHI","N","1981","2003","Y",0.8797541,1.9,909.6697,0.002475366,0.0007243329,0.0002119517,0.0008569279,0.314088,763.6428,0.1681442,-1,55.585824,"FRA_N2003Y",0.03304,0.04945,0.05919,0.06875,0.07879,0.08961,0.1027,0.1201,0.1469,0.2514
0,1,"GAB","Gabon","SSA","N","1981","2005","X",359.2185,1.9,272.8619,0.03367961,0.007393121,0.002741774,0.009563535,0.4218499,193.9029,0.3011957,-1,0.747587,"GAB_N2005X",0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
0,1,"GMB","Gambia, The","SSA","N","1981","1998","X",10.82647,1.9,61.93507,0.6684278,0.3297681,0.200027,0.5548017,0.4851946,39.70208,0.4216336,-1,0.625411,"GMB_N1998X",0.01505,0.02806,0.0383,0.04731,0.05804,0.071,0.08886,0.1139,0.1628,0.3766
0,0,"GEO","Georgia","ECA","N","1981","1996","X",0.8419071,1.9,854.0255,0,0,0,0,0.3713271,691.7206,0.2404084,0.3201177,4.5045,"GEO_N1996X",0.02326,0.03802,0.05077,0.06272,0.07474,0.08775,0.1031,0.1234,0.1569,0.2793
0,1,"DEU","Germany","OHI","N","1981","1991","Y",0.8180292,1.9,1101.06,0,0,0,0,0.292449,944.6882,0.141901,-1,78.407907,"DEU_N1991Y",0.03671,0.05144,0.06057,0.07011,0.08004,0.09153,0.1058,0.1239,0.1506,0.2293
0,0,"GHA","Ghana","SSA","N","1981","1987.5","X",0.7880217,1.9,85.17547,0.3836827,0.1247448,0.05539347,0.1736997,0.3534958,69.17622,0.210925,0.3003567,11.117605,"GHA_N1987X",0.0282,0.04146,0.0531,0.06415,0.07536,0.08757,0.102,0.1214,0.1533,0.2734
0,1,"GRC","Greece","OHI","N","1981","2003","Y",0.7582539,1.9,585.6333,0.007485849,0.00466206,0.004031098,0.00416686,0.3276078,502.7141,0.2000485,-1,9.72935,"GRC_N2003Y",0.02752,0.0448,0.05622,0.06762,0.07924,0.09238,0.107,0.1258,0.1539,0.2456
0,0,"GTM","Guatemala","LAC","N","1981","1986.5","Y",3.873239,1.9,129.9469,0.4307048,0.2000378,0.118781,0.3307489,0.582569,69.15386,0.6371542,0.5438552,7.466488,"GTM_N1986Y",0.009956,0.01767,0.02614,0.0357,0.04689,0.0606,0.0786,0.1049,0.1523,0.4673
0,0,"GIN","Guinea","SSA","N","1981","1991","X",2572.343,1.9,24.96209,0.9072623,0.605269,0.4570429,1.345809,0.4684305,18.04085,0.4509828,0.4905278,4.589784,"GIN_N1991X",0.008884,0.02151,0.03452,0.04841,0.06383,0.0818,0.1041,0.1348,0.1848,0.3174
0,0,"GNB","Guinea-Bissau","SSA","N","1981","1991","X",248.2358,1.9,104.129,0.4743144,0.253555,0.1738586,0.4683227,-1,-1,-1,-1,0.814507,"GNB_N1991X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"GUY","Guyana","LAC","N","1981","1992.5","Y",133.2612,1.9,145.4438,0.2766589,0.09977729,0.04871033,0.1454025,-1,-1,-1,-1,0.781732,"GUY_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"HTI","Haiti","LAC","N","1981","2001","Y",20.70574,1.9,156.3377,0.3688352,0.1718131,0.1085302,0.3114877,0.5947662,79.93164,0.692278,-1,5.818671,"HTI_N2001Y",0.006444,0.01688,0.02628,0.03522,0.04534,0.0575,0.07512,0.1013,0.1577,0.4782
0,0,"HND","Honduras","LAC","N","1981","1989","Y",10.08031,1.9,136.6562,0.4318155,0.1970854,0.114119,0.3173616,0.5949015,69.17786,0.6590374,0.5664028,3.792938,"HND_N1989Y",0.01041,0.01722,0.02492,0.03383,0.0445,0.05787,0.07576,0.1024,0.1513,0.4818
0,0,"HUN","Hungary","ECA","N","1981","1987","Y",137.8829,1.9,590.8006,0.0006018671,0.0005918671,0.0005818671,0,0.2095999,546.0569,0.07610319,-1.547223,10.711848,"HUN_N1987Y",0.04962,0.06457,0.07315,0.08084,0.08849,0.09661,0.1058,0.1172,0.1337,0.19
0,1,"ISL","Iceland","OHI","N","1981","2003","Y",138.895,1.9,996.076,0,0,0,0,0.2683468,873.3315,0.1261519,-1,0.230755,"ISL_N2003Y",0.03796,0.05699,0.06754,0.07535,0.08337,0.09247,0.1028,0.1172,0.1401,0.2262
0,0,"IND","India","SAS","A","1981","","X",14.97516,1.9,65.47389,0.574065,0.1854185,0.07990459,0.2540112,-1,-1,-1,-1,713.118032,"IND_R1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","R","1981","","X",14.97516,1.9,59.55586,0.6314316,0.2092727,0.09157872,0.2891593,-1,-1,-1,-1,546.127182,"IND_R1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","U","1981","","X",14.97516,1.9,84.8282,0.3864532,0.1074055,0.04172547,0.1390627,-1,-1,-1,-1,166.99085,"IND_U1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"IDN","Indonesia","EAP","A","1981","1984","X",4091.939,1.9,47.77864,0.7642758,0.3132026,0.1587226,0.4602243,-1,-1,-1,-1,150.97884,"IDN_R1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"IDN","Indonesia","EAP","R","1981","1984","X",4091.939,1.9,42.13112,0.8305916,0.3523981,0.1816995,0.5232229,0.2921472,36.03968,0.1405544,0.2385572,116.533018,"IDN_R1984X",0.03871,0.05106,0.06147,0.07106,0.08061,0.09085,0.1028,0.1187,0.1447,0.2401
0,0,"IDN","Indonesia","EAP","U","1981","1984","X",4091.939,1.9,66.88466,0.5399241,0.1806011,0.08099001,0.2470948,0.3329345,54.6465,0.1837165,0.2753216,34.445822,"IDN_U1984X",0.03351,0.04543,0.05598,0.06606,0.07632,0.08755,0.1009,0.1188,0.1486,0.2669
0,0,"IRN","Iran, Islamic Republic of","MNA","N","1981","1986","X",5001.363,1.9,265.028,0.08774558,0.02179236,0.008120771,0.02814094,0.4741964,176.2702,0.391807,0.4271234,40.217629,"IRN_N1986X",0.01807,0.02777,0.03771,0.04829,0.06005,0.07384,0.09124,0.1158,0.1587,0.3686
0,1,"IRQ","Iraq","MNA","N","1981","2006.85","X",1003.799,1.9,132.8537,0.06363917,0.01122514,0.003163039,0.0133454,0.2860061,113.3101,0.1331823,-1,14.04654,"IRQ_N2006X",0.03946,0.05324,0.06278,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363
0,1,"IRL","Ireland","OHI","N","1981","2003","Y",0.9517142,1.9,641.1331,0.002425839,0.001352233,0.0007537739,0.001977433,0.3288572,533.9039,0.1858747,-1,3.453,"IRL_N2003Y",0.03068,0.04624,0.0578,0.06744,0.07757,0.08908,0.1024,0.121,0.149,0.2588
1,1,"ISR","Israel","OHI","N","1981","","Y",4.270233,1.9,592.2111,0.0006728586,0.0003102988,0.000143099,-1,-1,-1,-1,-1,3.956,"ISR_N1979Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ITA","Italy","OHI","N","1981","2003","Y",0.8253945,1.9,847.3724,0.009994469,0.006666918,0.005394041,0.008652474,0.3492936,710.7817,0.2400935,-1,56.501675,"ITA_N2003Y",0.0232,0.04356,0.05535,0.0661,0.07757,0.09005,0.1039,0.1225,0.1512,0.2666
0,0,"JAM","Jamaica","LAC","N","1981","1988","X",63.35445,1.9,238.4864,0.06919725,0.01887541,0.008712345,0.02221039,0.4315502,171.9533,0.321432,0.3684725,2.197583,"JAM_N1988X",0.02142,0.03269,0.04346,0.05433,0.0659,0.07898,0.09499,0.117,0.1546,0.3366
0,1,"JPN","Japan","OHI","N","1981","2008","Y",116.1032,1.9,726.0759,0.004755434,0.002733368,0.001807803,0.004884189,0.3210734,628.4854,0.1882502,-1,117.648,"JPN_N2008Y",0.0269,0.04684,0.05909,0.06971,0.0808,0.09238,0.1053,0.122,0.1496,0.2474
0,0,"JOR","Jordan","MNA","N","1981","1986.5","X",0.446,1.9,324.4281,0,0,0,0,0.3606143,253.0064,0.2128817,0.3205263,2.461193,"JOR_N1986X",0.03137,0.04135,0.05115,0.06123,0.07211,0.08455,0.09985,0.1209,0.1564,0.2811
0,0,"KAZ","Kazakhstan","ECA","N","1981","1993","Y",83.61162,1.9,224.4574,0.0172434,0.0009423389,6.893989E-05,0.001232827,0.3266573,189.2426,0.1787839,0.2854004,14.683789,"KAZ_N1993Y",0.03066,0.0442,0.05603,0.06718,0.07845,0.09065,0.105,0.1239,0.1545,0.2494
0,0,"KEN","Kenya","SSA","N","1981","1992","X",35.42959,1.9,170.4476,0.3055549,0.11353,0.05752208,0.1671566,0.5746096,90.64921,0.5970212,-1.140835,16.901677,"KEN_N1992X",0.01243,0.02147,0.02934,0.03785,0.04766,0.0596,0.07521,0.09802,0.1397,0.4787
0,1,"KIR","Kiribati","EAP","N","1981","2006","X",1.065704,1.9,194.0496,0.07020657,0.01656955,0.006359699,0.02168946,0.36973,155.4687,0.2336895,-1,0.060133,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925
0,1,"KOR","Korea, Republic of","OHI","N","1981","2006","Y",912.0214,1.9,279.5649,0.02495947,0.0083978,0.004733998,0.01432018,0.3170298,243.2029,0.1827651,-1,38.723248,"KOR_N2006Y",0.0268,0.04628,0.05902,0.07042,0.08142,0.09308,0.107,0.1243,0.1516,0.24
0,1,"KGZ","Kyrgyz Republic","ECA","N","1981","1998","X",17.53792,1.9,209.3043,0.1417691,0.0500629,0.02659461,0.07754269,0.4640201,147.3289,0.3961845,-1,3.6858,"KGZ_N1998X",0.01469,0.02858,0.03911,0.0498,0.06298,0.07859,0.09524,0.1199,0.1582,0.3529
0,1,"LAO","Lao People's Democratic Republic","EAP","N","1981","1992.2","X",3325.204,1.9,74.07149,0.5059751,0.1501125,0.05964511,0.195871,0.3430986,57.3336,0.1911967,-1,3.323377,"LAO_N1992X",0.0348,0.04754,0.05554,0.0629,0.07223,0.08338,0.09655,0.1169,0.1493,0.2808
0,0,"LVA","Latvia","ECA","N","1981","1993","Y",0.4031804,1.9,395.5824,0,0,0,0,0.2699313,344.9207,0.1173548,0.2335857,2.519421,"LVA_N1993Y",0.04247,0.05349,0.06329,0.07266,0.08221,0.0926,0.1048,0.121,0.1468,0.2207
0,1,"LBN","Lebanon","MNA","N","1981","2011.77","X",892.382,1.9,387.6111,0.000744657,0.000136734,2.846932E-05,0.0001533919,0.3183245,328.8212,0.1697937,-1,2.615747,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
0,0,"LSO","Lesotho","SSA","N","1981","1986.54","X",3.864347,1.9,98.01359,0.5221685,0.2604394,0.1627667,0.4528104,0.5601606,54.54333,0.5836077,0.562795,1.34369,"LSO_N1986X",0.0104,0.01827,0.02702,0.03704,0.04889,0.06359,0.08307,0.1118,0.1642,0.4357
0,1,"LBR","Liberia","SSA","N","1981","2007","X",0.5677298,1.9,244.2193,0.04168336,0.01461806,0.007687327,0.02302908,0.3647774,197.7226,0.2365822,-1,1.957456,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
0,0,"LTU","Lithuania","ECA","N","1981","1993","Y",1.785857,1.9,238.3401,0,0,0,0,0.3364114,192.9058,0.1945027,0.2546083,3.432947,"LTU_N1993Y",0.03431,0.04657,0.05692,0.06648,0.076,0.08625,0.0983,0.1143,0.141,0.2799
0,1,"LUX","Luxembourg","OHI","N","1981","2003","Y",0.9893056,1.9,1253.822,0.002093593,0.00029821,4.247682E-05,0.0003217085,0.3018678,1074.119,0.1560473,-1,0.365225,"LUX_N2003Y",0.03302,0.04965,0.06083,0.07055,0.08028,0.09162,0.105,0.123,0.1496,0.2365
